juno1yz54ncxj9csp7un3xled03q6thrrhy9cuzxzn7,84060.27538500003,https://www.mintscan.io/juno/account/juno1yz54ncxj9csp7un3xled03q6thrrhy9cuzxzn7
juno1ln5g2gdd9zkw84zu4v5sfr6vzgvfxu2m3f6q83,60710.0,https://www.mintscan.io/juno/account/juno1ln5g2gdd9zkw84zu4v5sfr6vzgvfxu2m3f6q83
juno1g42h5gye4ngx2enl9cmamrdupqhj4yap5k90j9,49029.07193099999,https://www.mintscan.io/juno/account/juno1g42h5gye4ngx2enl9cmamrdupqhj4yap5k90j9
juno1axcp5enff8y3huz86u90shhh04d3the9hewn08,43341.4,https://www.mintscan.io/juno/account/juno1axcp5enff8y3huz86u90shhh04d3the9hewn08
juno1gdgx34jhu0hjvaq5wuzwaapa8cg8mc2j3lz2y4,39051.0,https://www.mintscan.io/juno/account/juno1gdgx34jhu0hjvaq5wuzwaapa8cg8mc2j3lz2y4
juno1u0a9h9ygklt089lhh9khx8apnxcsc0evh82r6p,36832.56765,https://www.mintscan.io/juno/account/juno1u0a9h9ygklt089lhh9khx8apnxcsc0evh82r6p
juno10ltfhkama9sqedn88pw4pap8h409lftuvt5w2q,20320.0,https://www.mintscan.io/juno/account/juno10ltfhkama9sqedn88pw4pap8h409lftuvt5w2q
juno1c24ktf5kck3ywxyyxuvyhgmwv9hqxahfggchrt,18211.201140999998,https://www.mintscan.io/juno/account/juno1c24ktf5kck3ywxyyxuvyhgmwv9hqxahfggchrt
juno1qanwkm62vetdgan6kpyq7n3kufrwce2suv483v,17940.161331,https://www.mintscan.io/juno/account/juno1qanwkm62vetdgan6kpyq7n3kufrwce2suv483v
juno1uunpjasy0es2ywe987qwmyscajtnj77vww4xv8,14462.5,https://www.mintscan.io/juno/account/juno1uunpjasy0es2ywe987qwmyscajtnj77vww4xv8
juno1jug6azkcx407t50556gztxwtszxxdmzreuqqrl,13856.025404,https://www.mintscan.io/juno/account/juno1jug6azkcx407t50556gztxwtszxxdmzreuqqrl
juno18qw9ydpewh405w4lvmuhlg9gtaep79vy2gmtr2,12843.0,https://www.mintscan.io/juno/account/juno18qw9ydpewh405w4lvmuhlg9gtaep79vy2gmtr2
juno1jm54064qqj802atcn9eqt7u9duwz43uqun89ja,10999.942576999994,https://www.mintscan.io/juno/account/juno1jm54064qqj802atcn9eqt7u9duwz43uqun89ja
